id,title,tenant_id,owner_person_id,creation_timestamp,state,description,goal,max_students,difficulty,completion_criteria,academic_session_id,project_type,tag_asg
4378,Measure cookie setting behavior of web pages showing cookie privacy warnings,ug4,1351,2020 02 12 23:01:33 00,1,"Cookies can be used to track people as they visit websites across the Internet. Due to GDPR and other privacy regulation, organizations need user "";consent""; in order to engage in that type of tracking leading to warnings like the one below appearing on many websites. Or a more tricky version that does not use the word "";cookie"";.The Project: Measure the content and behavior of these warnings. You will need to build an automated web scraping tool which looks for these types of warnings and collects information from them. For example the content of the message and what kinds of options the user has. You will also need to explore the actual behavior of the warning in regards to cookies and settings. For example, are cookies set before the "";Accept cookies""; button is even hit (the message says it is)? If the user hits "";Decline cookies""; are all the cookies removed? Does the cookie content change if any of the buttons are pressed? The Challenge: While a simple goal, this project has some non obvious challenges. The first one is collecting the data set itself. You will need to find or build a tool capable of automatically identifying these dialogs, screenshot them, and run several cookie tests. You will also need to learn quite a bit about how cookies work, not just the text file part, but also issues like auto expiry and the differences between session and persistent cookies. You may also have to learn about technologies like Do Not Track (DNT) to see if sending different information to the site has any impact. Higher Marks: If what above looks too easy, then there is also the option of adding a user study to see how users expect these dialogs to behave. If you were to click "";Decline cookies""; in the above image would you expect it to delete all the cookies? Some of the cookies? And does what you expect match what it does?MInf: The above project is about the size of a UG4 project, but thankfully there is no end to privacy problems involving cookies. For an MInf student, you would complete the above project as described in the first year. For the second year you would identify an aspect of cookies you found interesting and we would scope a second study around that. Meetings: I am holding virtual office hours every morning 10am 11am at the following link: https://eu.bbcollab.com/guest/bdc065c679e64974a94001f8262dd7d0","Write a program that crawls web pages, collects cookie warnings, and automatically tests their behavior under various situations.",3,2   Moderate,"Write a program that crawls web pages, collects cookie warnings, and automatically tests their behavior under various situations.",8,0,f
4377,"Firewall administration, the game",ug4,1351,2020 02 12 22:58:35 00,1,"Managing the Firewall policy rules for a large network is quite challenging even for a skilled system administrator. Firewall policy rules contain constructs such as chains, rule ordering, and networking concepts. All of these are incredibly challenging to teach to new potential system administrators.The goal of this project is to create a game that simulates the problems firewall administrators face on a daily basis and helps a student learn about the various aspects of firewall administration in a game type environment. The game would be used to help teach students what network administration actually looks like. It would also be used in research studies to create a realistic environment to test new approaches in network administration.A player might start trying to secure a single computer that contains valuable data. They might then move on to handling a network where they get continuous tickets from users and alerts about new attacks that they need to manage. Information visualization approaches might also be integrated to assist the player in understanding what is happening on the network.A potential work program for this project would look like:1. Learn about firewall administration by doing a literature review, going through tutorials, and setting up a small test system to test out various configurations. Come up with some theories about what you think people need to know about firewalls.2. Mock up a game that targets specific aspects of firewall administration3. Test the mock up on a small number of other people.4. Design and build the game.5. Evaluate the game by having others play it.The game can be in any format that matches the target population. So a card game, computer game, web game, or app are all acceptable.This project can be undertaken by more than one student at once. However, I will require the students to select different Firewall applications to base their games on. For example: IPTables, Cisco, pf, ipfw, and ipfilter. This project has a wide range to the difficulty. It could be a quite simple project for someone with game experience or a good understanding of firewalls. There are also some research aspects to it, so a skilled student could make the game more advanced or do actual publishable research on it. MeetingsI am holding virtual office hours every morning 10am 11am at the following link: https://eu.bbcollab.com/guest/bdc065c679e64974a94001f8262dd7d0",Create a game that emulates the experience of being a security system administrator in charge of managing Firewall policy rules.,3,Variable,A program which emulates the typical duties of a Firewall system administrator in a game like environment. Play testing with other students.,8,0,f
4380,Structure learning of bipartite Ising models,ug4,3794,2020 02 13 11:03:51 00,1,"In https://arxiv.org/abs/1906.06595, Goel proposed the first algorithm to learn the underlying structure of an Ising model with arbitrary fields, provided that the structure is bipartite. This builds upon previous work of Bresler.In this project, you should implement this algorithm. Moreover, in order to generate samples, you need to also implement a sampling algorithm from the Ising model.",Implementing an algorithm of learning Ising models on a bipartite graph,2,4   Very Hard,Implementation of the learning algorithm. Implementation of the sampling algorithm. Experimentally study the performance,8,0,f
4381,Implementation of the Bayes filter algorithm,ug4,3794,2020 02 13 11:04:23 00,1,"In https://arxiv.org/abs/1907.06033, we proposed a perfect sampling algorithm that works for general spin systems. This is the first such that can utilise spatial mixing properties. In this project, you should implement this algorithm, and test it on discrete lattices, such as Z^d",Implementing the Bayes filter algorithm,1,1   Easy,Implementation of the algorithm. Experimental result on the grid.,8,0,f
4382,Implementation of a SAT counting algorithm,ug4,3794,2020 02 13 11:04:53 00,1,"In†https://arxiv.org/abs/1911.01319, we proposed a Markov chain algorithm to sample solutions to k SAT uniformly at random. In this project, you should implement the algorithm and study, experimentally, when the algorithm is efficient.",Implementation of the algorithm,1,3   Hard,Implementation of the algorithm. Experimental study of the algorithm.,8,0,f
4383,Verification of networks of real time systems,ug4,1319,2020 02 13 19:15:49 00,1,"Real time systems operate with clocks and hard time limits on their behavior. Timed automata are a formal model to describe the behavior of real time systems, and their properties can be checked (see survey papers [2,3]). There also exist large well developed tools for working with timed automata, e.g., UPPAL (link [4]).However, this tool does not handle scalable networks of timed systems. Such networks consist of some number N of timed systems that run in parallel. Small groups of bounded size may communicate/synchronize by local hand shake. The goal is to prove that such a network operates correctly for any size N.A recent algorithm (see [1]) performs this verification of timed networks by a combination of abstraction and acceleration techniques. The worst case complexity is high (PSPACE hard, as anything about timed automata), but it is likely that the main loop converges after a small number of iterations in many instances.The project is to implement this algorithm and test it on examples.   ",Implement and test a recent algorithm for the verification of scalable networks of real time systems,1,2   Moderate,"1. Implementation of the algorithm from [1] (in Java, C  , or some other language). 2. Evaluation of the algorithm on test cases.",8,0,f
4384,Computing multipebble simulations symbolically with BDDs,ug4,1319,2020 02 13 19:16:34 00,1,"Buchi automata are automata on infinite words. Various simulation preorders are defined on Buchi automata. They under approximate language inclusion, but are easier to compute. These notions of simulation (direct, delayed, fair) differ in their handling of acceptance conditions.These simulations are generalized by the addition of multiple pebbles, which lead to larger relations at the expense of higher computational effort (i.e., there is a trade off). Simulations can be expressed by formulae in fixpoint logic (mu calculus) and thus calculated symbolically by using binary decision diagrams (BDDs) to describe large sets.The task is to implement these algorithms in Java, using a standard BDD library and evaluate the performance of the algorithm.The project requires fluency in automata theory, and the ability to study advanced concepts in the literature like BDDs, multipebble simulations and fixpoint logics. ","Implement an algorithm to compute direct multipebble simulation symbolically with binary decision diagrams (BDDs) in Java, and evaluate its performance.",1,3   Hard,Completion: Implementation of an algorithm for symbolic computation of direct multipebble simulation in Java. Performance evaluation on test cases. Comparison to an existing explicit state implementation that computes under approximations of these multipebble simulations. Possible extensions: similar algorithms for delayed/fair multipebble simulation.,8,0,f
4385,Optimizing algorithms in automata theory with Java fork join concurrency,ug4,1319,2020 02 13 19:18:17 00,1,"The RABIT tool (see [1]) is the world's best performing tool for checking language inclusion/equivalence of Buchi automata. RABIT is implemented in Java. It works by using a combination of many techniques, but (variants) of simulation preorder play a central role. For background on the algorithms in RABIT see [2]. For more general background see [3].However, RABIT is only partly parallelized. Some of the core algorithms have parallel versions (using Java fork join) concurrency, while others do not.The goal of this project is to improve the RABIT tool by re implementing several of its core algorithms in a concurrent way. Then you will evaluate your concurrent algorithms on examples to check how much speedup is attained over the sequential version.",Parallelize some automata theory algorithms in the RABIT tool by using Java fork join concurrency,2,1   Easy,"1. Concurrent re implementation of some core algorithms in RABIT. 2. Empirical evaluation on large test cases to assess the speedup over the sequential version. 3. Presentation of the results (tables, graphs, etc.)",8,0,f
4387,Sharing is Caring: Implementing Virtualised Wi Fi,ug4,1361,2020 02 17 12:22:17 00,1,"In popular locations, such as airports, stadiums, and caf√©s, Wi Fi infrastructure is frequently managed by local businesses and wireless service providers are required to share the access points (APs). While bandwidth partitioning can be easily handled by the AP for the downlink, this is a difficult task for the uplink, since Wi Fi operates with a decentralised medium access protocol. To tackle this problem, we have designed a virtualisation algorithm that can be executed at the access point, without requiring modifications to the end user equipment. The algorithm manipulates dynamically the contention configurations, in order to distribute the available bandwidth among service providers according to contracted shares. The aim of this project is to develop a prototype implementation of this virtualisation mechanism, using off the shelf APs, in order to demonstrate its practical feasibility and identify possible performance limitations.","Implement a Wi Fi virtualisation mechanism for commodity access points, that enables wireless infrastructure sharing among multiple operators.",2,4   Very Hard,A prototype system that enables the virtualisation of wireless access points.,8,0,f
4388,Investigation Vulnerabilities of Internet connected blood pressure monitors,ug4,1361,2020 02 17 12:27:08 00,1,"We are witnessing the rapid adoption of networked devices with embedded sensors and software in our homes and work environment. Objects can collect and exchange vast data volumes in the emerging Internet of Things ecosystem, which spans smart meters, appliances, surveillance cameras, urban infrastructure, autonomous cars, and many more. At the same time, open hardware platforms and drivers are becoming prevalent, which allows individuals with minimal networking and programming skills to hack such commodity web connected devices. This constitutes a major roadblock towards deploying IoT in critical public services, as long as their security remains under scrutiny. The goal of this project is to demonstrate the most common security vulnerabilities present in Internet connected blood pressure monitors. Once such pitfalls have been uncovered, the student will investigate security mechanisms that could be built into devices with limited capabilities.",Investigate the security vulnerabilities of wireless IoT devices.,1,2   Moderate,An analysis of the critical security vulnerabilities encountered and possible solutions.,8,0,f
4389,Indoor air quality monitoring,ug4,1361,2020 02 17 12:53:41 00,1,"Indoor air quality (IAQ) affects the health and wellbeing of building/office users, impacting negatively on their productivity and mood. This project will develop a prototype IoT system for indoor air quality monitoring, based on an embedded board and a range of sensors that can measure different pollutants. The system will be integrated with the cloud and trialled across different parts of the Appleton Tower and Informatics Forum, to inform future HVAC improvements that could be pursued to mitigate the problems identified. A Twitter based notification system will be implemented as well, whereby alerts will be sent when the air quality index crosses certain boundaries. Correlation analyses with outdoor weather conditions and office activity will also be conducted based on the measurements gathered.",Implement an indoor air quality system and perform data analysis based on the measurements collected,1,1   Easy,A working IAQ monitoring prototype and analyses based on data collected in AT/IF,8,0,f
4390,Visualization of composed cryptographic games and automatic derivation of simple cryptographic reductions,ug4,4012,2020 02 17 12:54:29 00,1,"The cryptographic game of a complex protocol can be represented as thecomposition of multiple stateful packages that interact using procedure calls(aka oracle queries) Contrary to general programs, we assume that the callgraph is non recursive and that each interaction between the environment andthe protocol terminates.Only procedures in the same package can share state directly. Otherwise statesharing only happens through calls.This allows to represent a protocol as a directed graph where nodescorrespond to packages and named edges correspond to calls from the call graph.In the paper "";State Separation for Code Based Game Playing Proofs""; wedeveloped a theory that allows to represent cryptographic reductions as graphrewriting. The graph of the composed cryptographic game is split into twoparts, one corresponding to the reduction, the other to a game for a buildingblock, consisting of fewer packages and smaller state. Based on an assumptionon the building block, the game for the building block is replaced by acomputationally indistinguishable game that offers stronger guarantees. Thisprocess can be repeated for the resulting composed game.A simple example for this is given in Figure 2 from the paper. A KEM DEMconstruction combines a key encapsulation mechanism (KEM) building blockbased on public key cryptography with a data encapsulation mechanism (DEM)building block based on symmetric key cryptography. Subfigure 2.(b) shows thefirst cut in the graph for the reduction to † the KEM assumption. Subfigure2.(d) shows the second cut for the reduction to the DEM assumption.",Visualization of composed cryptographic games and automatic derivation of simple cryptographic reductions,1,2   Moderate,"The student will identify a suitable graph and graphics library as the starting point, e.g. mxgraph which is the basis for draw.io, and will derive pictures depicting the structure of the proof and the reduction from a proof specification. Additional points can be gained by developing a proof search mechanism that finds simple proofs automatically by performing graph matching and rewriting using the specifications of assumptions expressed as graph rewriting rules.",8,0,f
4391,Localisation and Shape Estimation of a Robotic Bronchoscope in Lung Surgery,ug4,5340,2020 02 17 13:27:30 00,1,"Bronchoscopy is a procedure that lets doctors look at your lungs and air passages. During bronchoscopy, a thin tube (bronchoscope) is passed through your nose or mouth, down your throat, and into your lungs. One of the main challenges in bronchoscopy is localizing the exact position of the bronchoscope inside the lung and registering its position with respect to the human Anatomy. †The goal of this project is to use several sensors such as an electro magnetic tracker and a camera alongside a mathematical model of the bronchoscope to localise the bronchoscope and estimate its shape. †Students will have an opportunity to work with a multidisciplinary team of engineers, computer scientists, and †clinical experts. The student will have access to the robotics facilities at Bayes Center and Medical Research Facilities at Queen's Medical Research Institute, which are equipped with †state of the art robotics, computing, and imaging equipment.",Estimate the position and shape of a flexible bronchoscope inside the lung using image processing and sensor fusion algorithms,4,2   Moderate,Estimate the position of a bronchoscope inside a lung model with submillimeter accuracy.,8,0,f
4392,Simultaneous Localisation and Mapping (SLAM) of The Airways in Lung Bronchoscopy,ug4,5340,2020 02 17 13:27:55 00,1,"Using the bronchoscope, your doctor can view all of the structures that make up your respiratory system. These include your larynx, trachea, and the smaller airways of your lungs, which include the bronchi and bronchioles. The goal of this project is to use the visual feedback from the endoscopic camera place at the tip of the bronchoscope to construct and update a 3D map of the airways †while simultaneously keeping track of the bronchoscope within it. †Students will have an opportunity to work with a multidisciplinary team of engineers, computer scientists, and †clinical experts. The student will have access to the robotics facilities at Bayes Center and Medical Research Facilities at Queen's Medical Research Institute, which are equipped with †state of the art robotics, computing, and imaging equipment.",Use machine learning and image processing algorithms to segment and map the bronchial tree inside the lung,4,2   Moderate,The algorithms will be tested on endoscopic images. Their performance will be measured by average localisation error for each point after the full dataset has been mapped. It should be less than 0.1 mm. Computation speed should be equal or faster than 10 frames per sec.,8,0,f
4393,Model based Control of Continuum Robots,ug4,5340,2020 02 17 13:28:13 00,1,"Continuum robots are continuously flexible manipulators that can traverse confined spaces, manipulate objects in complex environments, and conform to curvilinear paths in space. †Continuum robots have also made a significant impact on robotic surgery. The enhanced dexterity and manipulability offered by continuum manipulators are an important factor enabling increasingly less invasive and more complex procedures.An example of Continuum Robots is Concentric Tube Robot (CTR). †Concentric tube robots are composed of series of pre curved elastic tubes that can be axially translated and rotated with respect to each other to control the shape of the robot.The goal of this project is to improve the existing mathematical models for CTRS to include and develop a model based controller that employs the feedback of the position of robot tip (from camera or a magnetic sensor) to †move the robot with submillimeter accuraciesIn this project, you will explore theoretical aspects of control and robotics and perform experimental work on a state of the art flexible surgical robot.",Develop a closed loop controller for position control of a flexible surgical robot,2,2   Moderate,Control the position of the robot and improve the accuracy of the existing model based controllers.,8,0,f
4394,Learning autonomous robotic grapsing,ug4,1990,2020 02 17 15:42:10 00,1,"BackgroundIn well defined cases, model based control, optimization, and planning could achieve good performance given substantial effort in the tuning of dozens or hundreds of hyperparameters. However, in dynamic and changing environments, those technologies are challenged due to the increasing number of unmodelled elements and uncertainties. Particularly in real world applications, physical interaction such as grasping and manipulation is a core process of most tasks, where the dimensionality of the control problem scales up significantly.Project detailsDespite the past methods solve some problems of complex physical interactions under well defined conditions, a more promising direction is to use machine learning to achieve self learning and accumulate experience for robotic manipulation and grasping. This project aims to use machine learning approaches (reinforcement learning, supervised learning) to achieve generality of the control policies for handling unspecified objects. The current machine learning approaches for grasping and manipulation are heavily vision based and this project plans to study autonomous grasping and manipulation by fusing multimodal sensory feedback, by integrating computer vision, impedance and force control, haptic sensing into the high level motion generation for producing truly reactive and intelligent behaviours. This project focuses on using the learning from demonstration approach to realize data efficient reinforcement learning and supervised learning. The students are expected to:develop an interface for the remote control of manipulation and grasping tasks. build up database of demonstrated grasping and manipulation, eg the user demonstrates the skill through using the robot. develop meta learning framework to efficiently learn new policies for grasping novel objects.develop an auto grasping system for novel objects in an unstructured environment, mainly using simulations (gazebo, vrep, pybullet, mujoco etc), camera calibration and †hand camera calibration, object detection, control of force based manipulators and software related development to make the whole process automatic (ROS, C  , Python skills are required)build a grasping dataset collection system using non contact method (leap motion, sensor glove etc), including data processing, filtering of IMU/tactile sensor, development of a wearable glove, software codebase and grasping database. (ROS, C  , Python skills are required)Note that this project has 2 positions, one focuses on No.4 auto grasping and the other focuses on No. 5 grasping database. Students who are interested in the project please send CVs to Zhibin Li (zhibin.li@ed.ac.uk), Wenbin Hu (wenbin.hu@ed.ac.uk), and Shuaijun Wang (shuaijun.wang@ed.ac.uk) to further discuss suitability and details of the project. †",To achieve domain adaptive robotic grasping and generality of the control policies for handling unspecified objects.,2,4   Very Hard,"Auto grasping: Given the novel objects from the test set, the robot arm and hand should be able to complete grasping with success rate >80%. Grasping dataset: the database should include the most common types of objects in daily life, and the database should be able to train useful policies by supervised learning.",8,0,f
